# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8673360638485448,0.56,-13.294518614837493,0,3.0,0.17424179185359745,180.0,0.0,-0.00034661582858887393
 0.11389525467227767,1.8862727948769595,0.5555254593092948,-13.294518614837493,0.341685764016833,3.0,0.17424179185359745,179.99996052210193,4.125630844827705,-0.002522040196155324
 0.16085226212194884,1.9051210994781675,0.5511390470128328,-13.100791336522326,0.4825567863658465,2.9999999999999996,0.17594374789110812,179.99984209464165,5.421980728073949,-0.005500177670456955
 0.1967344341478132,1.9238813543216133,0.5468402250767634,-12.906238891316654,0.5902033024434395,3.0,0.17765266120385098,179.9996447363203,6.485201036001354,-0.009170147966880843
 0.2268602312769196,1.9425539360767408,0.5426284554672357,-12.710867040564608,0.6805806938307587,2.9999999999999982,0.17936821834916625,179.999368478303,7.422068143550553,-0.013434655676314347
 0.25329292128639136,1.9611392214129941,0.538503200150399,-12.51468181409696,0.759878763859174,2.999999999999999,0.1810900943174777,179.99901336421414,8.277212580188756,-0.018232180231925188
 0.2770922737669309,1.9796375869998184,0.5344639210924024,-12.317689514344693,0.8312768213007926,3.0,0.1828179522566746,179.9985794501303,9.074514071879761,-0.023519609810589644
 0.29888879007214386,1.998049409506657,0.530510080259395,-12.119896720415081,0.8966663702164315,3.0,0.1845514435778381,179.99806680457158,9.828525053467729,-0.029264680347482985
 0.31909389991368464,2.0163750656029547,0.526641139617526,-11.92131029212943,0.9572816997410538,3.0,0.18629020759219805,179.99747550849068,10.548875751025145,-0.03544211806288975
 0.3379938208915192,2.034614931958156,0.5228565611329447,-11.721937374030059,1.0139814626745576,3.0000000000000058,0.18803387143921094,179.99680565526,11.242315248056956,-0.04203144265175723
 0.35579726887164215,2.0527693852417044,0.5191558067718002,-11.521785399335135,1.0673918066149264,2.999999999999997,0.18978205004185383,179.99605735065722,11.913777768855587,-0.04901561382716018
 0.37266205428091864,2.0708388021230446,0.5155383385002418,-11.320862093849575,1.1179861628427559,3.0,0.1915343458337889,179.99523071284833,12.56698958446833,-0.05638014666825897
 0.3887109745628869,2.088823559271621,0.5120036182844185,-11.119175479824118,1.1661329236886606,3.0,0.19329034885836238,179.99432587236896,13.20483756464608,-0.064112506212182
 0.4040418409273415,2.106724033356878,0.5085511080904797,-10.9167338797562,1.2121255227820247,3.0000000000000107,0.1950496365002951,179.99334297210393,13.829604663535001,-0.07220167759922382
 0.41873408734854894,2.1245406010482597,0.5051802698845744,-10.713545920131663,1.2562022620456468,2.9999999999999885,0.19681177340400713,179.99228216726462,14.443126696102933,-0.08063785149783607
 0.43285328669633305,2.1422736390152095,0.5018905656328518,-10.509620535104084,1.2985598600889992,3.000000000000004,0.19857631149187602,179.99114362536434,15.046900319667158,-0.08941218796906855
 0.4464543314737175,2.1599235239271732,0.4986814573014612,-10.30496697009545,1.3393629944211525,3.0,0.20034278982145595,179.98992752619213,15.642159560358998,-0.09851663544395496
 0.4595837324343487,2.1774906324535945,0.4955524068565519,-10.099594785337326,1.378751197303046,2.9999999999999916,0.202110734492649,179.9886340617841,16.229931388052012,-0.10794378927778878
 0.47228131698265857,2.194975341263917,0.4925028762642726,-9.893513859324267,1.4168439509479758,3.0000000000000133,0.2038796586563994,179.98726343639328,16.81107693388525,-0.11768677952753825
 0.4845815085741675,2.212378027027586,0.489532327490773,-9.686734392177883,1.4537445257225026,3.0000000000000044,0.20564906233355504,179.9858158664573,17.386322624308722,-0.12773918058941944
 0.4965143069993349,2.2296990664140455,0.4866402225022019,-9.479266908947078,1.489542920998005,3.0000000000000044,0.20741843265652338,179.98429158056433,17.95628408808063,-0.13809493760829092
 0.5081060508780276,2.246938836092739,0.48382602326470886,-9.271122262785003,1.524318152634083,2.999999999999995,0.20918724345163212,179.98269081941663,18.521484772277844,-0.14874830573726297
 0.5193800187749991,2.2640977127331117,0.4810891917444428,-9.062311638058096,1.5581400563249974,3.0000000000000098,0.21095495559383953,179.98101383579302,19.08237063287319,-0.15969379970283337
 0.5303569088456899,2.281176073004607,0.47842918990755295,-8.852846553332869,1.59107072653707,3.0000000000000204,0.2127210167734978,179.9792608945087,19.63932185725208,-0.17092615140297093
 0.5410552257525422,2.2981742935766705,0.4758454797201884,-8.642738864268315,1.6231656772576268,2.99999999999999,0.21448486154205232,179.97743227237333,20.192662319912813,-0.18244027397276213
 0.5514915958822433,2.315092751118746,0.4733375231484987,-8.432000766393637,1.65447478764673,2.9999999999999893,0.21624591141870794,179.9755282581476,20.742667281177507,-0.1942312312510252
 0.5616810264773561,2.3319318223002767,0.47090478215863263,-8.220644797774561,1.6850430794320683,2.999999999999989,0.21800357480056795,179.97354915249736,21.289569712063525,-0.20629421147602778
 0.5716371204280825,2.3486918837907074,0.4685467187167395,-8.008683841550718,1.7149113612842475,3.0,0.21975724713809536,179.9714952679464,21.833565529711304,-0.21862450465442781
 0.5813722556675843,2.3653733122594836,0.46626279478896865,-7.796131128358452,1.744116767002753,3.0,0.22150631086098602,179.96936692882693,22.37481796531167,-0.23121748286947022
 0.5908977360564149,2.3819764843760476,0.464052472341469,-7.583000238626221,1.7726932081692448,2.9999999999999885,0.22325013552036233,179.9671644712283,22.913461234957712,-0.2440685831168892
