# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,0.010812194649110868,0,3.0,0.030655466682459557,0.0,0.0,0.0
 0.08962950301200062,1.0120501715007089,3.0000022739685623,0.010812194649110868,0.26888850903600187,3.0,0.030655466682459557,0.0,0.5684431710714276,0.0
 0.12701743684307462,1.0242001417760394,3.0000090735999,0.03206511031585528,0.38105231052922384,2.999999999999999,0.029691722737042993,0.0,0.718991934285542,0.0
 0.15588265203421373,1.036449094485797,3.0000203654824857,0.052818967219700794,0.46764795610264115,3.0,0.028768328625796626,0.0,0.828047550879601,0.0
 0.18036302403411497,1.0487962132897863,3.000036116204795,0.07308987929884057,0.5410890721023448,2.9999999999999964,0.027883154754440063,0.0,0.9128399082234245,0.0
 0.2020572783014017,1.0612406818478135,3.0000562923553016,0.09289326037316623,0.6061718349042049,2.9999999999999973,0.027034204243052248,0.0,0.9809687546900546,0.0
 0.22178329003565467,1.0737816838196834,3.000080860522479,0.11224386153911778,0.6653498701069639,3.0000000000000027,0.02621960530319321,0.0,1.0367029831265773,0.0
 0.2400256844065352,1.0864184028652017,3.0001097872948024,0.1311558062027811,0.7200770532196055,2.999999999999997,0.0254376014810742,0.0,1.082764317283824,0.0
 0.2570994061502976,1.0991500226441735,3.0001430392607458,0.14964262287015995,0.7712982184508925,2.999999999999997,0.024686543094752277,0.0,1.1210315382347744,0.0
 0.2732226394791176,1.1119757268164043,3.000180583008783,0.16771727593008526,0.8196679184373526,3.0,0.023964881235157547,0.0,1.1528743488045579,0.0
 0.2885538146699886,1.1248946990416993,3.000222385127388,0.1853921945446692,0.8656614440099656,3.0000000000000036,0.023271157583075817,0.0,1.1793318099188148,0.0
 0.30321220433631507,1.1379061229798642,3.0002684122050365,0.2026792997603533,0.9096366130089452,3.0000000000000075,0.02260400162625889,0.0,1.2012162540024138,0.0
 0.3172902108289947,1.1510091822907036,3.0003186308302006,0.2195900299833116,0.9518706324869841,3.0,0.021962122584414778,0.0,1.2191778615999318,0.0
 0.33086110603281865,1.1642030606340237,3.000373007591356,0.23613536497790644,0.9925833180984559,3.0,0.021344303835257917,0.0,1.2337468824252287,0.0
 0.34398412471269924,1.1774869416696292,3.000431509076976,0.25232584836221716,1.0319523741380976,2.9999999999999956,0.020749399385675504,0.0,1.24536241886151,0.0
 0.3567079393113275,1.1908600090573258,3.000494101875536,0.2681716088879102,1.0701238179339825,3.000000000000009,0.020176328488081124,0.0,1.2543927059131945,0.0
 0.3690731032841799,1.2043214464569187,3.0005607525755087,0.2836823803828769,1.1072193098525398,3.0000000000000044,0.019624069704037975,0.0,1.2611498360221722,0.0
 0.3811138139298062,1.2178704375282134,3.000631427765369,0.2988675206391989,1.1433414417894188,3.0000000000000093,0.019091660437323937,0.0,1.2659006929319592,0.0
 0.39285921276502755,1.2315061659310151,3.0007060940335917,0.3137360291634679,1.1785776382950828,2.999999999999995,0.018578189974108702,0.0,1.2688752554442688,0.0
 0.4043343634734152,1.2452278153251293,3.0007847179686498,0.32829656394983475,1.2130030904202458,3.0,0.0180827976952691,0.0,1.2702730140091494,0.0
 0.41556099996821066,1.2590345693703613,3.0008672661590183,0.34255745732726367,1.246682999904632,2.999999999999995,0.017604669625018613,0.0,1.2702680049924349,0.0
 0.42655810728446647,1.272925611726516,3.0009537051931714,0.3565267308985716,1.2796743218533992,2.99999999999998,0.01714303529461477,0.0,1.2690128236441156,0.0
 0.43734237875663357,1.2869001260533994,3.001044001659583,0.3702121096904111,1.3120271362699005,3.0,0.016697165829878288,0.0,1.2666418552507401,0.0
 0.4479285801947115,1.3009572960108164,3.0011381221467275,0.38362103551999616,1.3437857405841342,2.9999999999999947,0.016266369364029105,0.0,1.2632739088771496,0.0
 0.4583298431540302,1.3150963052585727,3.0012360332430785,0.3967606796358738,1.3749895294620904,3.0000000000000053,0.0158499912772984,0.0,1.2590143876972155,0.0
 0.4685579034499779,1.3293163374564734,3.0013377015371114,0.4096379547067066,1.4056737103499335,3.0,0.015447410563405642,0.0,1.25395708488768,0.0
 0.47862329689645305,1.3436165762643237,3.001443093617299,0.42225952613109613,1.435869890689359,3.0,0.015058038322445006,0.0,1.2481856970358076,0.0
 0.48853552127018485,1.3579962053419294,3.001552176072116,0.4346318228201979,1.4656065638105542,2.999999999999983,0.014681314403587742,0.0,1.2417750868731852,0.0
 0.4983031713482248,1.3724544083490957,3.0016649154900374,0.44676104734440286,1.4949095140446744,3.0000000000000284,0.01431670811626842,0.0,1.2347923672526437,0.0
 0.5079340522848939,1.3869903689456278,3.001781278459537,0.4586531856149208,1.5238021568546816,3.0000000000000058,0.013963714270695565,0.0,1.2272978176606497,0.0
 0.5174352754200487,1.4016032707913308,3.001901231569088,0.47031401603380324,1.5523058262601461,2.9999999999999885,0.013621853959008157,0.0,1.2193456777831722,0.0
 0.5268133397281669,1.4162922975460106,3.002024741407166,0.4817491182138798,1.5804400191845007,3.000000000000012,0.013290669914035989,0.0,1.2109848236300906,0.0
 0.5360742014477722,1.4310566328694723,3.002151774562244,0.49296388121005863,1.6082226043433168,3.000000000000024,0.012969728953930046,0.0,1.2022593640195318,0.0
 0.5452233339170237,1.445895460421521,3.002282297622797,0.5039635113938714,1.6356700017510712,2.999999999999988,0.012658616984710692,0.0,1.1932091503394502,0.0
